brand,name,type,afterUse,product_t,notable_e,skintype,Sensitive,Combination,Oily,Dry,Normal
Essano,Vitamin C Brightening SPF15 Moisturiser,Day Moisturizer,"Reduces Large Pores,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,Dry,0.0,0.0,0.0,1.0,0.0
Avon Products,Aromatherapy Overnight Face Mask,Overnight Mask,Eczema,,,Oily,0.0,0.0,1.0,0.0,0.0
Nivea,Q10 Power Anti-Wrinkle + Pore Minimising Day Cream SPF15,Day Moisturizer,"Hydrating,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
Botanics,Shine Away Day Cream - SPF 15,Day Moisturizer,"Reduces Large Pores,Brightening,Drying,Acne Trigger,Irritating,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
Iope,Men Anti-Aging Emulsion,Emulsion,"May Worsen Oily Skin,Rosacea,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
Dove,Body Love Intense Care Body Lotion,Bath & Body,May Worsen Oily Skin,,,"Oily, Sensitive",1.0,0.0,1.0,0.0,0.0
Matrix,Unbreak My Blonde Sulfate-Free Strengthening Conditioner,Conditioner,"Reduces Large Pores,Drying,Acne Trigger,Irritating",,,Dry,0.0,0.0,0.0,1.0,0.0
The Saem,Saemmul Perfect Pore Primer,Makeup Applicator,"Acne Trigger,Eczema",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Nexxus,Humectress Ultimate Moisture Conditioner for Dry Hair,Conditioner,"Reduces Large Pores,Anti-Aging,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,"Normal, Dry, Oily, Combination",0.0,1.0,1.0,1.0,1.0
Holika Holika,Daily Fresh Olive Lip & Eye Remover,Makeup Remover,"Drying,Acne Trigger",,,Oily,0.0,0.0,1.0,0.0,0.0
The Body Shop,Skin Defence Multi- Protection Light Essence SPF 50 PA +++,Sunscreen,"Reduces Large Pores,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,"Oily, Sensitive",1.0,0.0,1.0,0.0,0.0
Britney Spears Fragrances,VIP Private Show Eau de Parfum,Fragrance,"Drying,Irritating,Rosacea",,,"Normal, Dry, Oily, Combination",0.0,1.0,1.0,1.0,1.0
Sekkisui,White Washing Cream,Face Cleanser,"May Worsen Oily Skin,Acne Trigger,Rosacea",,,Oily,0.0,0.0,1.0,0.0,0.0
Dove,Body Love Age Embrace Body Cleanser ,Bath & Body,"Reduces Large Pores,Drying,May Worsen Oily Skin,Acne Trigger,Irritating",,,"Normal, Dry, Oily, Combination",0.0,1.0,1.0,1.0,1.0
Gehwol,Med Callus Cream,Bath & Body,"Hydrating,Acne Trigger,Rosacea",,,"Oily, Combination, Sensitive",1.0,1.0,1.0,0.0,0.0
Lancôme,Teint Idole Ultra 24H Long Wear Matte Foundation - 210,Face Makeup,"Drying,May Worsen Oily Skin,Acne Trigger",,,Oily,0.0,0.0,1.0,0.0,0.0
Anjo,365 Sun Cream SPF 50+ PA+++,Sunscreen,"Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating",,,Oily,0.0,0.0,1.0,0.0,0.0
Natura Siberica,Tuva Siberica Yak Milk Nourishing Body Butter,Bath & Body,"Reduces Irritation,Acne Trigger",,,Oily,0.0,0.0,1.0,0.0,0.0
REDKEN,Acidic Bonding Concentrate Conditioner,Conditioner,"Reduces Large Pores,Drying,Acne Trigger,Irritating",,,Oily,0.0,0.0,1.0,0.0,0.0
Paul Mitchell,Super Skinny Conditioner ,Conditioner,"Hydrating,Reduces Large Pores,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
Raw Sugar,Simply Hand Wash Lemon Sugar,Hand Care,"Reduces Large Pores,Drying,Acne Trigger,Irritating",,,Sensitive,1.0,0.0,0.0,0.0,0.0
The Face Shop,White Seed Exfoliating Foam Cleanser,Face Cleanser,"Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,Dry,0.0,0.0,0.0,1.0,0.0
SCINIC,Enjoy Super Active Airy Sun Stick SPF 50+ PA++++,Sunscreen,"Scar Healing,Acne Trigger,Irritating,Rosacea,Eczema",,,"Dry, Sensitive",1.0,0.0,0.0,1.0,0.0
Victoria Beauty,Roses of Bulgaria and Hyaluron Cleansing Face Gel,Face Cleanser,"Reduces Irritation,Reduces Large Pores,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Aveeno,Protect Hydrate Face Sunscreen Lotion With - SPF 50,Sunscreen,"May Worsen Oily Skin,Irritating,Rosacea,Eczema",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Farm Stay,Green Tea Seed Moisture Sunscreen SPF50+ PA+++,Sunscreen,"Redness Reducing,Reduces Irritation,Anti-Aging,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea",,,Oily,0.0,0.0,1.0,0.0,0.0
Epionce,Ultra Shield Lotion SPF 50,Sunscreen,"Reduces Large Pores,Drying,Acne Trigger,Irritating,Rosacea",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Solimo,Sheer Facial Sunscreen Lotion SPF 55,Sunscreen,"Irritating,Rosacea,Eczema",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Dr. Hauschka,Melissa Day Cream,Day Moisturizer,"Acne Trigger,Rosacea",,,Oily,0.0,0.0,1.0,0.0,0.0
Tazorac,"TAZORAC (tazarotene) Cream, 0.1%",Facial Treatment,"Drying,May Worsen Oily Skin,Acne Trigger",,,"Oily, Sensitive",1.0,0.0,1.0,0.0,0.0
Nivea,Purify Bio Aloe Vera Organic Rice Scrub,Exfoliator,"Reduces Irritation,Drying,Acne Trigger",,,"Normal, Dry, Oily, Combination",0.0,1.0,1.0,1.0,1.0
Vaseline,Rosy Tinted Lip Balm,Lip Moisturizer,"Drying,May Worsen Oily Skin,Acne Trigger",,,"Normal, Oily",0.0,0.0,1.0,0.0,1.0
Knours,Your Only Facial Cleanser,Face Cleanser,"Reduces Large Pores,Drying,Acne Trigger,Irritating,Rosacea",,,"Normal, Combination",0.0,1.0,0.0,0.0,1.0
Bumble and bumble.,Bond-Building Repair Shampoo,Shampoo,"Reduces Irritation,Reduces Large Pores,Scar Healing,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,"Normal, Dry, Oily, Sensitive",1.0,0.0,1.0,1.0,1.0
Chanel,Coco Mademoiselle Eau de Parfum Spray,Fragrance,"Irritating,Rosacea",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Nivea,Creme Facial Nutritivo,Day Moisturizer,Acne Trigger,,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Sun Bum,Original SPF 50 Clear Zinc,Sunscreen,"Brightening,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,"Normal, Dry, Oily, Sensitive",1.0,0.0,1.0,1.0,1.0
L'Oreal,REVITALIFT Hyaluronic Acid Plumping Gel Cleanser,Face Cleanser,"Brightening,May Worsen Oily Skin,Acne Trigger,Eczema",,,"Normal, Dry, Combination",0.0,1.0,0.0,1.0,1.0
Joico,HydraSplash Replenishing Leave-In,Other Haircare,"Reduces Large Pores,Drying,Acne Trigger,Irritating",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Equate,Scalp Care Super Daily Shampoo with Green Tea + Apple,Shampoo,"Reduces Irritation,Reduces Large Pores,Drying,Irritating,Eczema",,,"Normal, Dry, Oily, Combination",0.0,1.0,1.0,1.0,1.0
Victoria Beauty,Regenerating Face Mask with Snail Extract,Wet Mask,"Reduces Irritation,May Worsen Oily Skin,Acne Trigger,Rosacea",,,"Dry, Oily, Sensitive",1.0,0.0,1.0,1.0,0.0
Propyless,Kutan Emulsion,Emulsion,May Worsen Oily Skin,,,"Normal, Dry, Oily, Combination",0.0,1.0,1.0,1.0,1.0
Nivea,Hidratante Facial Noturno,Night Moisturizer,"Reduces Irritation,Acne Trigger",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Eucerin,Redness Relief Night Creme,Night Moisturizer,"Reduces Irritation,Acne Trigger",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Amika,Bust Your Brass Cool Blonde Shampoo,Shampoo,"Hydrating,Reduces Irritation,Reduces Large Pores,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Britney Spears Fragrances,Electric Fantasy Eau de Toilette,Fragrance,"Irritating,Rosacea",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Himalaya,Moisturizing Argan Oil Scrub,Exfoliator,Acne Trigger,,,Oily,0.0,0.0,1.0,0.0,0.0
Keep It Anchored,Shampoo For Men,Shampoo,"Drying,Rosacea,Eczema",,,"Dry, Oily, Sensitive",1.0,0.0,1.0,1.0,0.0
Shiseido,Urea Body Milk,Bath & Body,"May Worsen Oily Skin,Acne Trigger,Rosacea",,,"Dry, Oily, Sensitive",1.0,0.0,1.0,1.0,0.0
Charms Cosmetic Skincare,Hydra Fresh Tinted Moisturiser SPF50 Broad Spectrum,General Moisturizer,"Brightening,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,Dry,0.0,0.0,0.0,1.0,0.0
Summers Laboratories Inc,Summers Laboratories Moisture-All,General Moisturizer,May Worsen Oily Skin,,,Dry,0.0,0.0,0.0,1.0,0.0
Olay,Moisture Ribbons Plus Shea + Manuka Honey Body Wash,Bath & Body,"Reduces Large Pores,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
Raw Sugar,Simply Hand Wash Vanilla Bean + Sugar,Hand Care,"Reduces Large Pores,Drying,Acne Trigger,Irritating",,,Oily,0.0,0.0,1.0,0.0,0.0
Flower Beauty by Drew,Fight The Light Blue Light Protection Mist,Face Makeup,"Brightening,Drying,Acne Trigger,Irritating,Eczema",,,Dry,0.0,0.0,0.0,1.0,0.0
SCINIC,All Day Fine Pore Mint Paste,Wet Mask,"Redness Reducing,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,"Dry, Sensitive",1.0,0.0,0.0,1.0,0.0
Aveeno,Daily Moisturizing Lotion,General Moisturizer,"Drying,May Worsen Oily Skin,Acne Trigger",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
La Mer,Blue Heart Crème de la Mer,General Moisturizer,"Hydrating,Reduces Irritation,Reduces Large Pores,Drying,May Worsen Oily Skin,Acne Trigger,Irritating",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Bali Body,BB Cream SPF15,Sunscreen,"Anti-Aging,Acne Trigger,Rosacea,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
Formula 10.0.6,One Smooth Operator Pore Clearing Face Scrub,Exfoliator,"Drying,Acne Trigger,Irritating,Eczema",,,Dry,0.0,0.0,0.0,1.0,0.0
L'Oreal,Dermo-Expertise Eye Makeup Remover,Makeup Remover,"Drying,May Worsen Oily Skin,Irritating,Eczema",,,Dry,0.0,0.0,0.0,1.0,0.0
Ultrasun,Face Mineral SPF50 ,Sunscreen,"Acne Trigger,Rosacea,Eczema",,,"Normal, Oily",0.0,0.0,1.0,0.0,1.0
Sunsense,Sun Protection Lip Balm SPF 50,Lip Moisturizer,"May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
Dove,Men+Care Deep Clean + Facial Cleanser Exfoliating Face Wash,Exfoliator,"Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,Dry,0.0,0.0,0.0,1.0,0.0
Kérastase,Discipline Smoothing Hair Mask for Frizzy Hair,Other Haircare,"Reduces Large Pores,Drying,Acne Trigger,Irritating",,,"Oily, Combination",0.0,1.0,1.0,0.0,0.0
Celimax,Derma Nature Fresh Blackhead Cleansing Oil ,Face Cleanser,"Acne Trigger,Rosacea",,,"Oily, Combination",0.0,1.0,1.0,0.0,0.0
Glossier,Perfecting Skin Tint,Face Makeup,"Drying,Acne Trigger,Rosacea,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
Que Bella,Relaxing Lavender Mud Face Mask,Sheet Mask,"Hydrating,Reduces Large Pores,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,Dry,0.0,0.0,0.0,1.0,0.0
Tom Ford,Shade and Illuminate Soft Radiance Foundation SPF 50,Face Makeup,"Hydrating,Anti-Aging,Scar Healing,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
LUSH,Marilyn Hair Treatment,Other Haircare,"Reduces Irritation,Drying,May Worsen Oily Skin,Acne Trigger,Irritating",,,"Normal, Dry, Oily, Combination",0.0,1.0,1.0,1.0,1.0
Cinq Mondes,Ayurvedic Plants Repairing Cream Shampoo,Shampoo,"Reduces Large Pores,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,Dry,0.0,0.0,0.0,1.0,0.0
Nivea,Delicious Drop Lip Balm SPF 11 - Peach & Vanilla,Lip Moisturizer,"Brightening,May Worsen Oily Skin,Irritating,Rosacea,Eczema",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
ChapStick,Original Chapstick,Lip Moisturizer,"May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,Dry,0.0,0.0,0.0,1.0,0.0
Origins,Plantscription™ Anti-Aging Cleanser,Face Cleanser,"May Worsen Oily Skin,Acne Trigger,Eczema",,,"Oily, Combination, Sensitive",1.0,1.0,1.0,0.0,0.0
Granado,Sabonete Líquido de Enxofre Antiacne,Face Cleanser,"Reduces Large Pores,Drying,Acne Trigger,Irritating,Rosacea",,,Oily,0.0,0.0,1.0,0.0,0.0
Generic Value Products,Blonde Leave In Treatment Compare to It’s a 10 Miracle Leave In for Blondes,Other Haircare,"Reduces Irritation,Acne Trigger,Eczema",,,Dry,0.0,0.0,0.0,1.0,0.0
Soapbox,Sea Minerals & Blue Iris Gentle Moisture Liquid Hand Soap,Hand Care,"Drying,May Worsen Oily Skin,Acne Trigger,Irritating",,,Dry,0.0,0.0,0.0,1.0,0.0
Dove,Daily Moisture Shampoo,Shampoo,"Reduces Large Pores,Drying,Acne Trigger,Irritating",,,Oily,0.0,0.0,1.0,0.0,0.0
Glossier,Body Hero Daily Perfecting Cream,Bath & Body,"Reduces Large Pores,Drying,Acne Trigger,Irritating,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
Sofina,iP Skin Care UV Protector SPF50+ PA++++ - 01 For Dry Skin,Sunscreen,"Drying,Irritating",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Revolution Beauty,GLOW Splendour Ultra Matte Bronzer - Light,Face Makeup,"Acne Trigger,Irritating,Rosacea,Eczema",,,Dry,0.0,0.0,0.0,1.0,0.0
LUSH,Lemony Flutter Cuticle Butter,Hand Care,"May Worsen Oily Skin,Acne Trigger,Irritating",,,Dry,0.0,0.0,0.0,1.0,0.0
Armani Beauty,Luminous Silk Foundation,Face Makeup,,,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Eau Thermale Avène,Cicalfate LIPS Restorative Lip Cream,Lip Moisturizer,"May Worsen Oily Skin,Acne Trigger",,,Oily,0.0,0.0,1.0,0.0,0.0
Bed Head by TIGI,Recovery Moisturising Conditioner for Dry Hair ,Conditioner,"Reduces Large Pores,Anti-Aging,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,"Normal, Dry",0.0,0.0,0.0,1.0,1.0
Darrow,Actine Control Gel De Limpeza ,Face Cleanser,"Reduces Large Pores,Anti-Aging,Drying,Irritating,Rosacea,Eczema",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
ESPA,Clarifying Clay Mineral Mask,Wet Mask,"Acne Trigger,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
HELIOCARE,Advanced SPF 50 Spray,Sunscreen,"Reduces Large Pores,Anti-Aging,Drying,Irritating,Rosacea,Eczema",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
SexyHair,Healthy Sexy Hair Strengthening Conditioner,Conditioner,"Reduces Large Pores,Drying,Acne Trigger,Irritating,Eczema",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Belo, SunExpert Face Cover SPF 40 PA+++,Sunscreen,"Reduces Irritation,Brightening,Acne Trigger,Irritating,Rosacea,Eczema",,,"Normal, Dry",0.0,0.0,0.0,1.0,1.0
Finesse,Restore + Strengthen Normal Conditioner,Conditioner,"Reduces Large Pores,Drying,Acne Trigger,Irritating,Eczema",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Lancôme,Bienfait Multi-Vital Eye Sunscreen Broad Spectrum SPF 30,Eye Moisturizer,"Reduces Irritation,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Nivea,Q10 Firming Plus Body Lotion,Bath & Body,Acne Trigger,,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Kérastase,Elixir Ultime Le Fondant Conditioner,Conditioner,"Reduces Large Pores,Brightening,Drying,Acne Trigger,Irritating",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Burt's Bees,Sensitive Facial Cleanser,Face Cleanser,"Reduces Large Pores,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Britney Spears Fragrances,Hidden Fantasy Eau de Parfum,Fragrance,"Drying,Irritating,Rosacea",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
SkinCeuticals, A.G.E. Interrupter ,Facial Treatment,May Worsen Oily Skin,,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Mane 'n Tail,Herbal Gro Shampoo,Shampoo,"Hydrating,Reduces Large Pores,Drying,May Worsen Oily Skin,Irritating",,,"Oily, Combination, Sensitive",1.0,1.0,1.0,0.0,0.0
Dove,Dryness Relief Body Wash with Jojoba Oil,Bath & Body,"Reduces Large Pores,Drying,May Worsen Oily Skin,Acne Trigger,Irritating",,,"Normal, Dry",0.0,0.0,0.0,1.0,1.0
L'Oreal,HydraFresh Toner,Toner,"Reduces Irritation,Reduces Large Pores,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,"Oily, Combination, Sensitive",1.0,1.0,1.0,0.0,0.0
Botanics,Organic Softening Facial Cleanser,Face Cleanser,"Reduces Large Pores,Drying,Acne Trigger,Irritating",,,Dry,0.0,0.0,0.0,1.0,0.0
Carol's Daughter,Goddess Strength Fortifying Conditioner with Castor Oil,Conditioner,"Reduces Large Pores,Anti-Aging,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,"Oily, Combination, Sensitive",1.0,1.0,1.0,0.0,0.0
Fresh,Umbrian Clay Pore Purifying Face Mask,Wet Mask,"Drying,May Worsen Oily Skin,Acne Trigger",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Britney Spears Fragrances,Fantasy in Bloom Eau de Toilette,Fragrance,"Drying,Irritating,Rosacea",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
3W Clinic,Intensive UV Sunblock Cream SPF50+ PA+++,Sunscreen,"May Worsen Oily Skin,Irritating,Rosacea",,,Dry,0.0,0.0,0.0,1.0,0.0
Aveeno,Ultra-Calming Fragrance-Free Daily Facial Moisturizer with SPF 15,Day Moisturizer,"Reduces Irritation,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Clé de Peau Beauté,Radiant Fluid Foundation SPF 25 PA++ - 020,Face Makeup,"Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
MoroccanOil,Intense Hydrating Mask,Other Haircare,"Reduces Irritation,Reduces Large Pores,Drying,Acne Trigger,Irritating",,,Dry,0.0,0.0,0.0,1.0,0.0
Rimmel London,Stay Matte Pressed Powder - 006 Warm Beige,Face Makeup,"Brightening,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
Etude House,Double Lasting Foundation SPF 35 PA++ Neutral Beige,Face Makeup,"Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
John Frieda,Frizz Ease Straight Fixation Styling Créme,Other Haircare,"Reduces Large Pores,Anti-Aging,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,Dry,0.0,0.0,0.0,1.0,0.0
Clarins,One-Step Gentle Exfoliating Cleanser with Orange Extract,Face Cleanser,"Drying,Acne Trigger,Irritating,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
Soap & Glory,Mist You Madly The Daily Smooth Body Lotion,Bath & Body,"Reduces Large Pores,Anti-Aging,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,Dry,0.0,0.0,0.0,1.0,0.0
Kose Cosmeport,SUNCUT Aqualy UV Protect Gel,Sunscreen,"Reduces Irritation,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
Ottie,UV Defense Sun Fluid SPF50/PA+++,Sunscreen,"May Worsen Oily Skin,Irritating,Rosacea,Eczema",,,Dry,0.0,0.0,0.0,1.0,0.0
Laneige,Water Glow Base Corrector,Face Makeup,"Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Caswell-Massey,Almond Bar Soap,Bath & Body,"Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
Rimmel London,Stay Glossy Lip Gloss - Seduce Me,Lip Makeup,"Brightening,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,"Dry, Oily, Sensitive",1.0,0.0,1.0,1.0,0.0
VZK,Sun Protection Cream SPF 50+ Sensitive,Sunscreen,"Acne Trigger,Irritating,Rosacea,Eczema",,,"Normal, Dry",0.0,0.0,0.0,1.0,1.0
Ryor,Denní Krém S UV Filtry A Koenzymem Q10,Day Moisturizer,"May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea",,,"Normal, Oily",0.0,0.0,1.0,0.0,1.0
Cetaphil,Acne Relief Body Wash,Bath & Body,"Reduces Large Pores,Anti-Aging,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Papa Recipe,Bombee Moist Sun Essence SPF 50+ PA+++,Sunscreen,"Brightening,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea",,,Oily,0.0,0.0,1.0,0.0,0.0
Blistex,Medicated SPF 15 Lip Balm,Lip Moisturizer,"May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
Gehwol,Extra - Universal Foot Cream,Bath & Body,"May Worsen Oily Skin,Irritating,Rosacea,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
Davines,Love Hair Smoother,Other Haircare,"Reduces Irritation,Reduces Large Pores,Drying,Irritating,Rosacea,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
Solimo,Sheer Facial Sunscreen Lotion SPF 30,Sunscreen,"May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
L'Occitane,Shea Butter Hand Cream,Hand Care,"May Worsen Oily Skin,Acne Trigger,Eczema",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
Neutrogena,Oil-Free Moisture Broad Spectrum SPF 35,Sunscreen,"Acne Trigger,Irritating,Rosacea,Eczema",,,"Normal, Dry, Oily, Combination, Sensitive",1.0,1.0,1.0,1.0,1.0
SCINIC,Enjoy All Round Airy Sun Stick SPF 50+ PA++++,Sunscreen,"May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,"Dry, Oily, Sensitive",1.0,0.0,1.0,1.0,0.0
Chanel, UV Essentiel SPF 50,Sunscreen,"May Worsen Oily Skin,Irritating,Rosacea",,,"Dry, Oily, Sensitive",1.0,0.0,1.0,1.0,0.0
Hawaiian Tropic,Mineral Skin Nourishing Milk SPF 30 Face,Sunscreen,"Drying,May Worsen Oily Skin,Acne Trigger,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
Aquolina,Pink Sugar Creamy Body Lotion,Bath & Body,"Reduces Large Pores,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea",,,Oily,0.0,0.0,1.0,0.0,0.0
Vaseline,Illuminate Me Shimmering Body Oil,Oil,"May Worsen Oily Skin,Acne Trigger,Eczema",,,Dry,0.0,0.0,0.0,1.0,0.0
Mane 'n Tail,Original Formula Conditioner,Conditioner,"Anti-Aging,Drying,May Worsen Oily Skin,Acne Trigger",,,Oily,0.0,0.0,1.0,0.0,0.0
A'Pieu,Deep Clean Cleansing Oil ,Makeup Remover,"May Worsen Oily Skin,Acne Trigger",,,"Normal, Combination",0.0,1.0,0.0,0.0,1.0
A'Pieu,Deep Clean Foam Cleanser,Face Cleanser,"Drying,May Worsen Oily Skin,Acne Trigger",,,Oily,0.0,0.0,1.0,0.0,0.0
By Terry,Tea to Tan Face and Body Bronzer,Tanning,"Reduces Large Pores,Drying,Irritating,Rosacea,Eczema",,,Dry,0.0,0.0,0.0,1.0,0.0
Decorte,Prime Latte Essential Softening Milk,Essence,"Hydrating,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea",,,Oily,0.0,0.0,1.0,0.0,0.0
Celeteque,Skin Defense Face and Body Daily Protection Cream SPF 50,Sunscreen,"Reduces Large Pores,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea",,,Oily,0.0,0.0,1.0,0.0,0.0
La Mer,The Cleansing Foam,Face Cleanser,"Hydrating,Drying,May Worsen Oily Skin,Acne Trigger,Rosacea,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
Philosophy,3-in-1 Bath & Shower Gel - Amazing Grace,Bath & Body,"Reduces Large Pores,Drying,Acne Trigger,Irritating,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
Bed Head by TIGI,Resurrection Repair Shampoo for Damaged Hair,Shampoo,"Reduces Large Pores,Drying,Acne Trigger,Irritating,Eczema",,,Dry,0.0,0.0,0.0,1.0,0.0
Finesse,Restore + Strengthen Normal Shampoo,Shampoo,"Drying,May Worsen Oily Skin,Irritating,Eczema",,,Oily,0.0,0.0,1.0,0.0,0.0
